"rule"; "support"; "interactions"; "coverage"
"authenticationType=oauth2 & hibernateCache=ehcache & clusteredHttpSession=hazelcast & websocket=no & devDatabaseType=mysql & buildTool=gradle & searchEngine=elasticsearch & useSass=FALSE & enableTranslation=TRUE"; 0.01; 9; 0.03
"authenticationType=session & hibernateCache=hazelcast & clusteredHttpSession=hazelcast & websocket=no & devDatabaseType=DiskBased & prodDatabaseType=mysql & buildTool=gradle & searchEngine=no & enableSocialSignIn=FALSE & useSass=TRUE & enableTranslation=FALSE"; 0.01; 11; 0.03
"authenticationType=oauth2 & hibernateCache=hazelcast & clusteredHttpSession=no & websocket=spring-websocket & devDatabaseType=DiskBased & prodDatabaseType=mysql & buildTool=gradle & searchEngine=elasticsearch & useSass=FALSE & enableTranslation=TRUE"; 0.01; 10; 0.03
"Docker=TRUE & applicationType=gateway & hibernateCache=ehcache & clusteredHttpSession=no & websocket=no & devDatabaseType=mysql & buildTool=maven & searchEngine=no & useSass=TRUE & enableTranslation=FALSE"; 0.01; 10; 0.03
"authenticationType=session & hibernateCache=ehcache & clusteredHttpSession=no & websocket=spring-websocket & devDatabaseType=DiskBased & prodDatabaseType=mysql & buildTool=gradle & searchEngine=elasticsearch & enableSocialSignIn=TRUE & useSass=TRUE & enableTranslation=TRUE"; 0.01; 11; 0.03
"Docker=TRUE & applicationType=gateway & hibernateCache=ehcache & clusteredHttpSession=no & websocket=spring-websocket & devDatabaseType=postgresql & buildTool=maven & searchEngine=elasticsearch & useSass=TRUE & enableTranslation=FALSE"; 0.01; 10; 0.03
"Docker=TRUE & authenticationType=oauth2 & hibernateCache=ehcache & clusteredHttpSession=hazelcast & devDatabaseType=InMemory & prodDatabaseType=mysql & buildTool=gradle & searchEngine=no & useSass=FALSE & enableTranslation=TRUE"; 0.01; 10; 0.03
"Docker=TRUE & applicationType=gateway & hibernateCache=ehcache & clusteredHttpSession=no & websocket=spring-websocket & devDatabaseType=DiskBased & prodDatabaseType=postgresql & buildTool=gradle & searchEngine=elasticsearch & useSass=FALSE & enableTranslation=FALSE"; 0.01; 11; 0.03
"authenticationType=oauth2 & hibernateCache=hazelcast & clusteredHttpSession=hazelcast & websocket=spring-websocket & devDatabaseType=mysql & buildTool=gradle & searchEngine=no & useSass=TRUE & enableTranslation=FALSE"; 0.01; 9; 0.03
"authenticationType=oauth2 & hibernateCache=ehcache & clusteredHttpSession=hazelcast & websocket=spring-websocket & devDatabaseType=DiskBased & prodDatabaseType=postgresql & buildTool=gradle & searchEngine=no & useSass=FALSE & enableTranslation=TRUE"; 0.01; 10; 0.03
"Docker=TRUE & applicationType=gateway & hibernateCache=no & clusteredHttpSession=no & websocket=spring-websocket & devDatabaseType=InMemory & prodDatabaseType=postgresql & buildTool=maven & searchEngine=no & useSass=FALSE & enableTranslation=TRUE"; 0.01; 11; 0.03
"applicationType=gateway & authenticationType=jwt & clusteredHttpSession=hazelcast & websocket=spring-websocket & prodDatabaseType=mongodb & buildTool=gradle & useSass=TRUE & enableTranslation=TRUE"; 0.01; 8; 0.03
"Docker=TRUE & authenticationType=oauth2 & hibernateCache=ehcache & clusteredHttpSession=no & websocket=no & devDatabaseType=InMemory & prodDatabaseType=postgresql & buildTool=gradle & searchEngine=no & useSass=TRUE"; 0.01; 10; 0.03
"authenticationType=jwt & hibernateCache=ehcache & clusteredHttpSession=hazelcast & websocket=no & devDatabaseType=InMemory & prodDatabaseType=mysql & buildTool=gradle & searchEngine=no & enableSocialSignIn=TRUE & useSass=TRUE & enableTranslation=TRUE"; 0.01; 11; 0.03
"Docker=TRUE & applicationType=gateway & hibernateCache=ehcache & clusteredHttpSession=no & websocket=spring-websocket & devDatabaseType=InMemory & prodDatabaseType=mysql & buildTool=gradle & searchEngine=no & useSass=TRUE & enableTranslation=FALSE"; 0.01; 11; 0.03
"Docker=TRUE & authenticationType=oauth2 & hibernateCache=ehcache & clusteredHttpSession=no & websocket=no & devDatabaseType=DiskBased & prodDatabaseType=postgresql & buildTool=maven & searchEngine=no & useSass=FALSE & enableTranslation=FALSE"; 0; 11; 0
"Docker=TRUE & applicationType=monolith & authenticationType=jwt & hibernateCache=hazelcast & clusteredHttpSession=no & websocket=spring-websocket & devDatabaseType=mysql & buildTool=gradle & searchEngine=elasticsearch & enableSocialSignIn=FALSE & useSass=FALSE & enableTranslation=FALSE"; 0; 12; 0
"Docker=TRUE & applicationType=monolith & authenticationType=jwt & hibernateCache=no & clusteredHttpSession=no & websocket=no & devDatabaseType=mysql & buildTool=gradle & searchEngine=elasticsearch & enableSocialSignIn=FALSE & useSass=TRUE & enableTranslation=TRUE"; 0; 12; 0
"Docker=TRUE & applicationType=monolith & authenticationType=jwt & hibernateCache=ehcache & clusteredHttpSession=no & websocket=no & devDatabaseType=mysql & buildTool=gradle & searchEngine=elasticsearch & enableSocialSignIn=FALSE & useSass=FALSE & enableTranslation=TRUE"; 0; 12; 0
"Docker=TRUE & authenticationType=session & hibernateCache=hazelcast & clusteredHttpSession=hazelcast & websocket=spring-websocket & devDatabaseType=postgresql & buildTool=maven & searchEngine=elasticsearch & enableSocialSignIn=FALSE & useSass=FALSE & enableTranslation=TRUE"; 0; 11; 0
"Docker=TRUE & authenticationType=session & hibernateCache=no & clusteredHttpSession=no & websocket=spring-websocket & devDatabaseType=InMemory & prodDatabaseType=postgresql & buildTool=gradle & searchEngine=no & enableSocialSignIn=FALSE & useSass=FALSE & enableTranslation=TRUE"; 0; 12; 0
"Docker=TRUE & applicationType=monolith & authenticationType=jwt & hibernateCache=hazelcast & clusteredHttpSession=hazelcast & websocket=spring-websocket & devDatabaseType=postgresql & buildTool=maven & searchEngine=no & enableSocialSignIn=FALSE & useSass=FALSE & enableTranslation=TRUE"; 0; 12; 0
"Docker=TRUE & applicationType=monolith & authenticationType=jwt & hibernateCache=hazelcast & clusteredHttpSession=no & websocket=spring-websocket & devDatabaseType=InMemory & prodDatabaseType=postgresql & buildTool=gradle & searchEngine=elasticsearch & enableSocialSignIn=FALSE & useSass=TRUE & enableTranslation=FALSE"; 0; 13; 0
"Docker=TRUE & applicationType=monolith & authenticationType=jwt & hibernateCache=hazelcast & clusteredHttpSession=no & websocket=no & devDatabaseType=InMemory & prodDatabaseType=mysql & buildTool=gradle & searchEngine=elasticsearch & enableSocialSignIn=FALSE & useSass=TRUE & enableTranslation=TRUE"; 0; 13; 0
"Docker=TRUE & applicationType=monolith & authenticationType=jwt & hibernateCache=hazelcast & clusteredHttpSession=hazelcast & websocket=no & devDatabaseType=DiskBased & prodDatabaseType=mysql & buildTool=maven & searchEngine=elasticsearch & enableSocialSignIn=FALSE & useSass=TRUE & enableTranslation=TRUE"; 0; 13; 0
"Docker=TRUE & authenticationType=session & hibernateCache=ehcache & clusteredHttpSession=hazelcast & websocket=no & devDatabaseType=DiskBased & prodDatabaseType=mysql & buildTool=gradle & searchEngine=elasticsearch & enableSocialSignIn=FALSE & useSass=FALSE & enableTranslation=TRUE"; 0; 12; 0
"Docker=TRUE & authenticationType=oauth2 & hibernateCache=no & clusteredHttpSession=no & websocket=no & devDatabaseType=InMemory & prodDatabaseType=postgresql & buildTool=maven & searchEngine=elasticsearch & useSass=TRUE & enableTranslation=FALSE"; 0; 11; 0
"Docker=TRUE & authenticationType=session & hibernateCache=no & clusteredHttpSession=hazelcast & websocket=no & devDatabaseType=postgresql & buildTool=gradle & searchEngine=elasticsearch & enableSocialSignIn=FALSE & useSass=FALSE & enableTranslation=FALSE"; 0; 11; 0
"Docker=TRUE & authenticationType=jwt & hibernateCache=ehcache & clusteredHttpSession=hazelcast & websocket=spring-websocket & devDatabaseType=InMemory & prodDatabaseType=mysql & buildTool=gradle & searchEngine=elasticsearch & enableSocialSignIn=TRUE & useSass=TRUE & enableTranslation=TRUE"; 0; 12; 0
"Docker=TRUE & authenticationType=jwt & hibernateCache=ehcache & clusteredHttpSession=no & websocket=no & devDatabaseType=InMemory & prodDatabaseType=mysql & buildTool=gradle & searchEngine=elasticsearch & enableSocialSignIn=TRUE & useSass=TRUE & enableTranslation=TRUE"; 0; 12; 0
"Docker=TRUE & authenticationType=session & hibernateCache=hazelcast & clusteredHttpSession=no & websocket=no & devDatabaseType=DiskBased & prodDatabaseType=mysql & buildTool=gradle & searchEngine=elasticsearch & enableSocialSignIn=FALSE & useSass=TRUE & enableTranslation=FALSE"; 0; 12; 0
"Docker=TRUE & authenticationType=jwt & hibernateCache=hazelcast & clusteredHttpSession=hazelcast & websocket=no & devDatabaseType=InMemory & prodDatabaseType=mysql & buildTool=gradle & searchEngine=no & enableSocialSignIn=TRUE & useSass=TRUE & enableTranslation=FALSE"; 0; 12; 0
"Docker=TRUE & authenticationType=jwt & hibernateCache=ehcache & clusteredHttpSession=no & websocket=spring-websocket & devDatabaseType=InMemory & prodDatabaseType=mysql & buildTool=gradle & searchEngine=no & enableSocialSignIn=TRUE & useSass=TRUE & enableTranslation=TRUE"; 0; 12; 0
"Docker=TRUE & authenticationType=session & hibernateCache=hazelcast & clusteredHttpSession=no & websocket=spring-websocket & devDatabaseType=InMemory & prodDatabaseType=postgresql & buildTool=maven & searchEngine=elasticsearch & enableSocialSignIn=TRUE & useSass=FALSE & enableTranslation=FALSE"; 0; 12; 0
"Docker=TRUE & authenticationType=jwt & hibernateCache=no & clusteredHttpSession=hazelcast & websocket=spring-websocket & devDatabaseType=postgresql & buildTool=maven & searchEngine=no & enableSocialSignIn=TRUE & useSass=FALSE & enableTranslation=FALSE"; 0; 11; 0
"Docker=TRUE & authenticationType=session & hibernateCache=no & clusteredHttpSession=hazelcast & websocket=no & devDatabaseType=DiskBased & prodDatabaseType=mysql & buildTool=gradle & searchEngine=elasticsearch & enableSocialSignIn=TRUE & useSass=TRUE & enableTranslation=TRUE"; 0; 12; 0
"Docker=TRUE & authenticationType=jwt & hibernateCache=hazelcast & clusteredHttpSession=hazelcast & websocket=no & devDatabaseType=mysql & buildTool=gradle & searchEngine=elasticsearch & enableSocialSignIn=TRUE & useSass=FALSE & enableTranslation=TRUE"; 0; 11; 0
"Docker=TRUE & authenticationType=jwt & hibernateCache=ehcache & clusteredHttpSession=hazelcast & websocket=no & devDatabaseType=postgresql & buildTool=gradle & searchEngine=no & enableSocialSignIn=TRUE & useSass=FALSE & enableTranslation=FALSE"; 0; 11; 0
"Docker=TRUE & authenticationType=jwt & hibernateCache=ehcache & clusteredHttpSession=no & websocket=spring-websocket & devDatabaseType=mysql & buildTool=gradle & searchEngine=no & enableSocialSignIn=TRUE & useSass=FALSE & enableTranslation=FALSE"; 0; 11; 0
"Docker=TRUE & authenticationType=session & hibernateCache=no & clusteredHttpSession=no & websocket=no & devDatabaseType=mysql & buildTool=gradle & searchEngine=elasticsearch & enableSocialSignIn=FALSE & useSass=FALSE & enableTranslation=FALSE"; 0; 11; 0
"Docker=TRUE & authenticationType=session & hibernateCache=hazelcast & clusteredHttpSession=no & websocket=no & devDatabaseType=DiskBased & prodDatabaseType=postgresql & buildTool=gradle & searchEngine=no & enableSocialSignIn=FALSE & useSass=FALSE & enableTranslation=TRUE"; 0; 12; 0
"Docker=TRUE & applicationType=monolith & authenticationType=jwt & hibernateCache=hazelcast & clusteredHttpSession=hazelcast & websocket=spring-websocket & devDatabaseType=InMemory & prodDatabaseType=mysql & buildTool=gradle & searchEngine=no & enableSocialSignIn=FALSE & useSass=FALSE & enableTranslation=TRUE"; 0; 13; 0
"Docker=TRUE & authenticationType=session & hibernateCache=ehcache & clusteredHttpSession=hazelcast & websocket=spring-websocket & devDatabaseType=InMemory & prodDatabaseType=mysql & buildTool=maven & searchEngine=elasticsearch & enableSocialSignIn=FALSE & useSass=TRUE & enableTranslation=FALSE"; 0; 12; 0
"Docker=TRUE & applicationType=uaa & hibernateCache=ehcache & devDatabaseType=InMemory & prodDatabaseType=postgresql & buildTool=maven & searchEngine=elasticsearch & enableTranslation=TRUE"; 0; 8; 0
"Docker=TRUE & authenticationType=session & hibernateCache=hazelcast & clusteredHttpSession=hazelcast & websocket=no & devDatabaseType=InMemory & prodDatabaseType=postgresql & buildTool=gradle & searchEngine=elasticsearch & enableSocialSignIn=TRUE & useSass=TRUE & enableTranslation=FALSE"; 0; 12; 0
"Docker=TRUE & authenticationType=jwt & hibernateCache=no & clusteredHttpSession=hazelcast & websocket=spring-websocket & devDatabaseType=mysql & buildTool=maven & searchEngine=no & enableSocialSignIn=TRUE & useSass=FALSE & enableTranslation=FALSE"; 0; 11; 0
"Docker=TRUE & authenticationType=session & hibernateCache=ehcache & clusteredHttpSession=hazelcast & websocket=spring-websocket & devDatabaseType=DiskBased & prodDatabaseType=postgresql & buildTool=maven & searchEngine=no & enableSocialSignIn=TRUE & useSass=FALSE & enableTranslation=FALSE"; 0; 12; 0
"Docker=TRUE & authenticationType=jwt & hibernateCache=hazelcast & clusteredHttpSession=hazelcast & websocket=no & devDatabaseType=postgresql & buildTool=maven & searchEngine=no & enableSocialSignIn=TRUE & useSass=TRUE & enableTranslation=TRUE"; 0; 11; 0
"Docker=TRUE & authenticationType=session & hibernateCache=no & clusteredHttpSession=hazelcast & websocket=spring-websocket & devDatabaseType=postgresql & buildTool=maven & searchEngine=no & enableSocialSignIn=TRUE & useSass=TRUE & enableTranslation=TRUE"; 0; 11; 0
"Docker=TRUE & authenticationType=session & hibernateCache=hazelcast & clusteredHttpSession=no & websocket=spring-websocket & devDatabaseType=InMemory & prodDatabaseType=postgresql & buildTool=maven & searchEngine=no & enableSocialSignIn=FALSE & useSass=TRUE & enableTranslation=FALSE"; 0; 12; 0
"Docker=TRUE & applicationType=monolith & authenticationType=jwt & hibernateCache=no & clusteredHttpSession=hazelcast & websocket=no & devDatabaseType=InMemory & prodDatabaseType=postgresql & buildTool=maven & searchEngine=elasticsearch & enableSocialSignIn=FALSE & useSass=TRUE & enableTranslation=TRUE"; 0; 13; 0
"Docker=TRUE & authenticationType=session & hibernateCache=no & clusteredHttpSession=hazelcast & websocket=no & devDatabaseType=DiskBased & prodDatabaseType=mysql & buildTool=gradle & searchEngine=no & enableSocialSignIn=TRUE & useSass=FALSE & enableTranslation=TRUE"; 0; 12; 0
"Docker=TRUE & authenticationType=session & hibernateCache=no & clusteredHttpSession=hazelcast & websocket=spring-websocket & devDatabaseType=postgresql & buildTool=gradle & searchEngine=elasticsearch & enableSocialSignIn=TRUE & useSass=TRUE & enableTranslation=FALSE"; 0; 11; 0
"Docker=TRUE & applicationType=monolith & authenticationType=jwt & hibernateCache=ehcache & clusteredHttpSession=hazelcast & websocket=spring-websocket & devDatabaseType=DiskBased & prodDatabaseType=mysql & buildTool=maven & searchEngine=no & enableSocialSignIn=FALSE & useSass=FALSE & enableTranslation=FALSE"; 0; 13; 0
"Docker=TRUE & applicationType=uaa & hibernateCache=hazelcast & devDatabaseType=InMemory & prodDatabaseType=postgresql & buildTool=maven & searchEngine=no & enableTranslation=FALSE"; 0; 8; 0
"Docker=TRUE & authenticationType=session & hibernateCache=no & clusteredHttpSession=no & websocket=no & devDatabaseType=DiskBased & prodDatabaseType=postgresql & buildTool=gradle & searchEngine=no & enableSocialSignIn=TRUE & useSass=TRUE & enableTranslation=FALSE"; 0; 12; 0
"Docker=TRUE & authenticationType=jwt & hibernateCache=no & clusteredHttpSession=no & websocket=spring-websocket & devDatabaseType=mysql & buildTool=maven & searchEngine=elasticsearch & enableSocialSignIn=TRUE & useSass=TRUE & enableTranslation=TRUE"; 0; 11; 0
"Docker=TRUE & authenticationType=session & hibernateCache=hazelcast & clusteredHttpSession=hazelcast & websocket=no & devDatabaseType=postgresql & buildTool=maven & searchEngine=no & enableSocialSignIn=TRUE & useSass=FALSE & enableTranslation=FALSE"; 0; 11; 0
